駅名,乗降客数,路線名,事業者名,lat,lon,都道府県
四谷三丁目,37952.0,4号線丸ノ内線,東京地下鉄,35.687809,139.719683,東京都
国会議事堂前,34496.0,9号線千代田線,東京地下鉄,35.674338,139.744848,東京都
国分寺,189468.0,中央線,東日本旅客鉄道,35.700247,139.480257,東京都
国立,90396.0,中央線,東日本旅客鉄道,35.699135,139.4464,東京都
国立競技場,8706.0,12号線大江戸線,東京都,35.679893,139.714295,東京都
国際展示場,54563.0,臨海副都心線,東京臨海高速鉄道,35.635065,139.79229,東京都
国領,31746.0,京王線,京王電鉄,35.650253,139.558615,東京都
地下鉄成増,44314.0,8号線有楽町線,東京地下鉄,35.776548,139.631547,東京都
地下鉄赤塚,36536.0,8号線有楽町線,東京地下鉄,35.76977,139.644101,東京都
堀切,3939.0,伊勢崎線,東武鉄道,35.742943,139.817756,東京都
堀切菖蒲園,20121.0,本線,京成電鉄,35.747637,139.827532,東京都
外苑前,64750.0,3号線銀座線,東京地下鉄,35.670311,139.717656,東京都
多摩センター,33450.0,多摩都市モノレール線,多摩都市モノレール,35.623783,139.422933,東京都
多摩動物公園,4207.0,動物園線,京王電鉄,35.649057,139.404516,東京都
多摩境,19389.0,相模原線,京王電鉄,35.601839,139.366966,東京都
多摩川,18014.0,東横線,東急電鉄,35.589763,139.668858,東京都
多磨,11589.0,多摩川線,西武鉄道,35.677251,139.5172,東京都
多磨霊園,11939.0,京王線,京王電鉄,35.666084,139.503118,東京都
大久保,44558.0,中央線,東日本旅客鉄道,35.700724,139.697378,東京都
大井町,154926.0,東海道線,東日本旅客鉄道,35.607123,139.734574,東京都
大井競馬場前,9320.0,東京モノレール羽田線,東京モノレール,35.595041,139.747101,東京都
大塚,97018.0,山手線,東日本旅客鉄道,35.731775,139.728124,東京都
大塚・帝京大学,7534.0,多摩都市モノレール線,多摩都市モノレール,35.636837,139.416544,東京都
大塚駅前,7990.0,荒川線,東京都,35.731637,139.729347,東京都
大山,44307.0,東上本線,東武鉄道,35.74844,139.702681,東京都
大岡山,41367.0,目黒線,東急電鉄,35.607511,139.685633,東京都
大島,28834.0,10号線新宿線,東京都,35.689894,139.835673,東京都
大崎,236978.0,山手線,東日本旅客鉄道,35.619899,139.728185,東京都
大崎広小路,6995.0,池上線,東急電鉄,35.622677,139.722741,東京都
大師前,10225.0,大師線,東武鉄道,35.778855,139.781507,東京都
大手町,277497.0,4号線丸ノ内線,東京地下鉄,35.685726,139.764291,東京都
大森,145136.0,東海道線,東日本旅客鉄道,35.588375,139.727936,東京都
大森海岸,12181.0,本線,京浜急行電鉄,35.587681,139.735464,東京都
大森町,19215.0,本線,京浜急行電鉄,35.572571,139.732103,東京都
大泉学園,75513.0,池袋線,西武鉄道,35.749522,139.586552,東京都
大門,82083.0,1号線浅草線,東京都,35.656645,139.754626,東京都
大鳥居,25278.0,空港線,京浜急行電鉄,35.552407,139.739993,東京都
天王洲アイル,26691.0,臨海副都心線,東京臨海高速鉄道,35.621844,139.750961,東京都
天空橋,15703.0,空港線,京浜急行電鉄,35.548184,139.754186,東京都
奥多摩,1614.0,青梅線,東日本旅客鉄道,35.809174,139.096701,東京都
奥沢,11472.0,目黒線,東急電鉄,35.603844,139.671968,東京都
学習院下,1716.0,荒川線,東京都,35.716278,139.712349,東京都
学芸大学,67776.0,東横線,東急電鉄,35.628842,139.685299,東京都
宝町,25109.0,1号線浅草線,東京都,35.675644,139.772068,東京都
宮の坂,4002.0,世田谷線,東急電鉄,35.647812,139.644968,東京都
宮ノ前,3101.0,荒川線,東京都,35.750164,139.765121,東京都
富士見台,25153.0,池袋線,西武鉄道,35.735913,139.629994,東京都
小伝馬町,33442.0,2号線日比谷線,東京地下鉄,35.690309,139.778789,東京都
小作,27972.0,青梅線,東日本旅客鉄道,35.776291,139.301935,東京都
小台,3186.0,荒川線,東京都,35.750442,139.761592,東京都
小岩,111126.0,総武線,東日本旅客鉄道,35.732946,139.881695,東京都
小川,24248.0,拝島線,西武鉄道,35.737493,139.463562,東京都
小川町,62423.0,10号線新宿線,東京都,35.695225,139.76715,東京都
小平,33184.0,新宿線,西武鉄道,35.737105,139.4882,東京都
小村井,7226.0,亀戸線,東武鉄道,35.710113,139.828034,東京都
小田急多摩センター,43358.0,多摩線,小田急電鉄,35.62506,139.424599,東京都
小田急永山,26493.0,多摩線,小田急電鉄,35.62981,139.448235,東京都
小竹向原,281480.0,8号線有楽町線,東京地下鉄,35.743329,139.679489,東京都
小菅,5805.0,伊勢崎線,東武鉄道,35.758941,139.812866,東京都
尾久,18970.0,東北線,東日本旅客鉄道,35.746774,139.753844,東京都
尾山台,27916.0,大井町線,東急電鉄,35.606871,139.654081,東京都
山下,7784.0,世田谷線,東急電鉄,35.653894,139.646579,東京都
山田,4645.0,高尾線,京王電鉄,35.644334,139.321135,東京都
岩本町,45991.0,10号線新宿線,東京都,35.69553,139.775039,東京都
巣鴨,126844.0,山手線,東日本旅客鉄道,35.73347,139.739346,東京都
巣鴨新田,1180.0,荒川線,東京都,35.735192,139.727735,東京都
市場前,11285.0,東京臨海新交通臨海線,ゆりかもめ,35.645731,139.785679,東京都
布田,12459.0,京王線,京王電鉄,35.649865,139.551865,東京都
平井,57312.0,総武線,東日本旅客鉄道,35.706447,139.842755,東京都
平和台,38769.0,8号線有楽町線,東京地下鉄,35.757688,139.654379,東京都
平和島,38971.0,本線,京浜急行電鉄,35.578793,139.734964,東京都
平山城址公園,7291.0,京王線,京王電鉄,35.647529,139.380352,東京都
広尾,53479.0,2号線日比谷線,東京地下鉄,35.651257,139.722268,東京都
庚申塚,2450.0,荒川線,東京都,35.739609,139.729846,東京都
府中,75924.0,京王線,京王電鉄,35.672222,139.480453,東京都
府中本町,28108.0,南武線,東日本旅客鉄道,35.666195,139.477204,東京都
府中競馬正門前,1794.0,競馬場線,京王電鉄,35.668334,139.485148,東京都
後楽園,89048.0,4号線丸ノ内線,東京地下鉄,35.70739,139.751791,東京都
御岳山,551.0,ケーブルカー,御岳登山鉄道,35.789593,139.153475,東京都
御嶽山,21762.0,池上線,東急電鉄,35.585263,139.682413,東京都
御徒町,111742.0,東北線,東日本旅客鉄道,35.707391,139.774844,東京都
御成門,38199.0,6号線三田線,東京都,35.661007,139.751403,東京都
御茶ノ水,160278.0,中央線,東日本旅客鉄道,35.699835,139.76379,東京都
志村三丁目,28004.0,6号線三田線,東京都,35.777521,139.686264,東京都
志村坂上,27062.0,6号線三田線,東京都,35.776298,139.694875,東京都
志茂,13353.0,7号線南北線,東京地下鉄,35.777826,139.732788,東京都
恵比寿,225204.0,山手線,東日本旅客鉄道,35.646841,139.709297,東京都
成城学園前,74920.0,小田原線,小田急電鉄,35.640173,139.598945,東京都
成増,50573.0,東上本線,東武鉄道,35.777575,139.632935,東京都
成瀬,32738.0,横浜線,東日本旅客鉄道,35.535348,139.472794,東京都
戸越,18291.0,1号線浅草線,東京都,35.614316,139.716186,東京都
戸越公園,12141.0,大井町線,東急電鉄,35.608789,139.718075,東京都
戸越銀座,18018.0,池上線,東急電鉄,35.615983,139.714964,東京都
扇大橋,9289.0,日暮里・舎人ライナー,東京都,35.763774,139.770814,東京都
押上,188833.0,押上線,京成電鉄,35.710613,139.813313,東京都
拝島,52628.0,青梅線,東日本旅客鉄道,35.721132,139.343657,東京都
整備場,1841.0,東京モノレール羽田線,東京モノレール,35.555017,139.753519,東京都
新三河島,5312.0,本線,京成電鉄,35.737221,139.774037,東京都
新中野,30917.0,4号線丸ノ内線,東京地下鉄,35.697445,139.669492,東京都
新井薬師前,18321.0,新宿線,西武鉄道,35.715777,139.671907,東京都
新代田,7885.0,井の頭線,京王電鉄,35.662588,139.660522,東京都
新大久保,87104.0,山手線,東日本旅客鉄道,35.701028,139.700211,東京都
新大塚,23070.0,4号線丸ノ内線,東京地下鉄,35.72611,139.729402,東京都
新宿,1205116.0,中央線,東日本旅客鉄道,35.690725,139.699851,東京都
新宿三丁目,129191.0,4号線丸ノ内線,東京地下鉄,35.690447,139.705129,東京都
新宿御苑前,422861.0,4号線丸ノ内線,東京地下鉄,35.688475,139.710989,東京都
新宿西口,46745.0,12号線大江戸線,東京都,35.69378,139.699018,東京都
新富町,33659.0,8号線有楽町線,東京地下鉄,35.670672,139.773568,東京都
新小岩,133070.0,総武線,東日本旅客鉄道,35.716779,139.858281,東京都
新小平,20568.0,武蔵野線,東日本旅客鉄道,35.730799,139.470506,東京都
新小金井,3624.0,多摩川線,西武鉄道,35.695693,139.526281,東京都
新庚申塚,2649.0,荒川線,東京都,35.741553,139.73068,東京都
新御徒町,48246.0,12号線大江戸線,東京都,35.706836,139.783177,東京都
新御茶ノ水,77610.0,9号線千代田線,東京地下鉄,35.696892,139.765401,東京都
新整備場,3236.0,東京モノレール羽田線,東京モノレール,35.542797,139.787323,東京都
新日本橋,32072.0,総武線,東日本旅客鉄道,35.688921,139.774012,東京都
新木場,120884.0,京葉線,東日本旅客鉄道,35.646148,139.827425,東京都
新板橋,26262.0,6号線三田線,東京都,35.748801,139.719486,東京都
新柴又,4586.0,北総線,北総鉄道,35.751359,139.880333,東京都
新桜台,8716.0,西武有楽町線,西武鉄道,35.74133,139.669018,東京都
新橋,386488.0,東海道線,東日本旅客鉄道,35.666562,139.758181,東京都
新江古田,18317.0,12号線大江戸線,東京都,35.732664,139.67013,東京都
新秋津,69908.0,武蔵野線,東日本旅客鉄道,35.77785,139.493392,東京都
新豊洲,7144.0,東京臨海新交通臨海線,ゆりかもめ,35.648786,139.790123,東京都
新馬場,13894.0,本線,京浜急行電鉄,35.617594,139.741379,東京都
新高円寺,31901.0,4号線丸ノ内線,東京地下鉄,35.69775,139.648299,東京都
新高島平,8637.0,6号線三田線,東京都,35.790046,139.654516,東京都
方南町,34927.0,4号線丸ノ内線分岐線,東京地下鉄,35.683446,139.657494,東京都
旗の台,35613.0,池上線,東急電鉄,35.604817,139.702521,東京都
日の出,2015.0,東京臨海新交通臨海線,ゆりかもめ,35.649064,139.759015,東京都
日暮里,185568.0,常磐線,東日本旅客鉄道,35.728083,139.770704,東京都
日本橋,146916.0,5号線東西線,東京地下鉄,35.681838,139.774568,東京都
日比谷,85949.0,2号線日比谷線,東京地下鉄,35.675172,139.759847,東京都
日野,42746.0,中央線,東日本旅客鉄道,35.679248,139.393987,東京都
早稲田,70006.0,5号線東西線,東京地下鉄,35.705667,139.722237,東京都
明大前,37476.0,京王線,京王電鉄,35.668365,139.650412,東京都
明治神宮前,86222.0,9号線千代田線,東京地下鉄,35.668505,139.70513,東京都
春日,60591.0,6号線三田線,東京都,35.708779,139.753179,東京都
昭和島,5616.0,東京モノレール羽田線,東京モノレール,35.570461,139.749853,東京都
昭島,43414.0,青梅線,東日本旅客鉄道,35.713549,139.360906,東京都
是政,6587.0,多摩川線,西武鉄道,35.656307,139.488786,東京都
曙橋,33879.0,10号線新宿線,東京都,35.692308,139.722571,東京都
曳舟,26427.0,伊勢崎線,東武鉄道,35.718363,139.816701,東京都
月島,60498.0,8号線有楽町線,東京地下鉄,35.664479,139.784568,東京都
有明,7669.0,東京臨海新交通臨海線,ゆりかもめ,35.634343,139.793457,東京都
有明テニスの森,6351.0,東京臨海新交通臨海線,ゆりかもめ,35.639898,139.789013,東京都
有楽町,233476.0,東海道線,東日本旅客鉄道,35.67545,139.762624,東京都
木場,64776.0,5号線東西線,東京地下鉄,35.669367,139.80676,東京都
末広町,20348.0,3号線銀座線,東京地下鉄,35.702724,139.771789,東京都
本所吾妻橋,17554.0,1号線浅草線,東京都,35.708502,139.804313,東京都
本蓮沼,22378.0,6号線三田線,東京都,35.768799,139.702209,東京都
本郷三丁目,45151.0,4号線丸ノ内線,東京地下鉄,35.707113,139.759984,東京都
本駒込,18857.0,7号線南北線,東京地下鉄,35.724527,139.753761,東京都
東あずま,4038.0,亀戸線,東武鉄道,35.707058,139.831923,東京都
東中神,12954.0,青梅線,東日本旅客鉄道,35.706356,139.384487,東京都
東中野,68824.0,中央線,東日本旅客鉄道,35.706278,139.683602,東京都
東久留米,48688.0,池袋線,西武鉄道,35.760298,139.533945,東京都
東京,693316.0,東海道線,東日本旅客鉄道,35.68131,139.767234,東京都
東京テレポート,37051.0,臨海副都心線,東京臨海高速鉄道,35.627427,139.778125,東京都
東伏見,20488.0,新宿線,西武鉄道,35.728662,139.564222,東京都
東北沢,7086.0,小田原線,小田急電鉄,35.665504,139.672993,東京都
東十条,41732.0,東北線,東日本旅客鉄道,35.76294,139.727706,東京都
東向島,16860.0,伊勢崎線,東武鉄道,35.725029,139.819423,東京都
東大前,23582.0,7号線南北線,東京地下鉄,35.717,139.758289,東京都
東大和市,21983.0,拝島線,西武鉄道,35.732938,139.43451,東京都
東大島,27592.0,10号線新宿線,東京都,35.689755,139.847172,東京都
東小金井,55210.0,中央線,東日本旅客鉄道,35.701554,139.523754,東京都
東尾久三丁目,1563.0,荒川線,東京都,35.745442,139.774009,東京都
東府中,19309.0,京王線,京王電鉄,35.669029,139.495229,東京都
東新宿,35204.0,13号線副都心線,東京地下鉄,35.69878,139.707628,東京都
東日本橋,67896.0,1号線浅草線,東京都,35.69217,139.784844,東京都
東村山,42555.0,新宿線,西武鉄道,35.760491,139.46584,東京都
東松原,14378.0,井の頭線,京王電鉄,35.662643,139.655661,東京都
東武練馬,52134.0,東上本線,東武鉄道,35.768604,139.661878,東京都
東池袋,38132.0,8号線有楽町線,東京地下鉄,35.72586,139.718986,東京都
東池袋四丁目,3743.0,荒川線,東京都,35.725444,139.720403,東京都
東秋留,8086.0,五日市線,東日本旅客鉄道,35.725908,139.310909,東京都
東銀座,67709.0,1号線浅草線,東京都,35.669617,139.767069,東京都
東長崎,24170.0,池袋線,西武鉄道,35.730192,139.683017,東京都
東陽町,102996.0,5号線東西線,東京地下鉄,35.669618,139.817731,東京都
東雲,13230.0,臨海副都心線,東京臨海高速鉄道,35.640732,139.804012,東京都
東青梅,11542.0,青梅線,東日本旅客鉄道,35.7899,139.272326,東京都
東高円寺,29765.0,4号線丸ノ内線,東京地下鉄,35.697917,139.658298,東京都
松が谷,2439.0,多摩都市モノレール線,多摩都市モノレール,35.631837,139.422099,東京都
松原,3113.0,世田谷線,東急電鉄,35.660033,139.642023,東京都
松陰神社前,9531.0,世田谷線,東急電鉄,35.643979,139.655274,東京都
板橋,60236.0,赤羽線,東日本旅客鉄道,35.746024,139.719569,東京都
板橋区役所前,31287.0,6号線三田線,東京都,35.751246,139.710264,東京都
板橋本町,32635.0,6号線三田線,東京都,35.76105,139.705653,東京都
柴又,7843.0,金町線,京成電鉄,35.756665,139.8755,東京都
柴崎,15817.0,京王線,京王電鉄,35.65417,139.566835,東京都
柴崎体育館,3862.0,多摩都市モノレール線,多摩都市モノレール,35.689803,139.40932,東京都
栄町,789.0,荒川線,東京都,35.750997,139.742345,東京都
根津,24206.0,9号線千代田線,東京地下鉄,35.717417,139.76565,東京都
桜上水,31663.0,京王線,京王電鉄,35.667559,139.631913,東京都
桜台,14154.0,池袋線,西武鉄道,35.738691,139.662379,東京都
桜新町,61954.0,田園都市線,東急電鉄,35.631674,139.645219,東京都
桜田門,12224.0,8号線有楽町線,東京地下鉄,35.677421,139.752097,東京都
桜街道,6381.0,多摩都市モノレール線,多摩都市モノレール,35.73877,139.416678,東京都
梅屋敷,14545.0,本線,京浜急行電鉄,35.566793,139.728188,東京都
梅島,32421.0,伊勢崎線,東武鉄道,35.772579,139.797644,東京都
梶原,2628.0,荒川線,東京都,35.750997,139.7479,東京都
森下,63689.0,10号線新宿線,東京都,35.687976,139.798148,東京都
椎名町,18146.0,池袋線,西武鉄道,35.726442,139.695016,東京都
武蔵五日市,7154.0,五日市線,東日本旅客鉄道,35.73224,139.228083,東京都
武蔵境,116492.0,中央線,東日本旅客鉄道,35.701998,139.543947,東京都
武蔵増戸,4390.0,五日市線,東日本旅客鉄道,35.730852,139.255914,東京都
武蔵大和,6825.0,多摩湖線,西武鉄道,35.756185,139.444175,東京都
武蔵小山,48334.0,目黒線,東急電鉄,35.620398,139.704409,東京都
武蔵小金井,106684.0,中央線,東日本旅客鉄道,35.701109,139.506338,東京都
武蔵引田,7222.0,五日市線,東日本旅客鉄道,35.729768,139.270245,東京都
武蔵新田,23588.0,東急多摩川線,東急電鉄,35.56796,139.692162,東京都
武蔵砂川,11196.0,拝島線,西武鉄道,35.72902,139.392236,東京都
武蔵野台,21169.0,京王線,京王電鉄,35.664196,139.511118,東京都
武蔵関,27659.0,新宿線,西武鉄道,35.727524,139.576887,東京都
水天宮前,58180.0,11号線半蔵門線,東京地下鉄,35.683754,139.784567,東京都
水道橋,125776.0,中央線,東日本旅客鉄道,35.702057,139.754512,東京都
氷川台,34762.0,8号線有楽町線,東京地下鉄,35.749634,139.665462,東京都
永田町,66041.0,7号線南北線,東京地下鉄,35.678421,139.739071,東京都
永福町,28086.0,井の頭線,京王電鉄,35.676224,139.642662,東京都
汐留,27203.0,12号線大江戸線,東京都,35.662951,139.760125,東京都
江北,12107.0,日暮里・舎人ライナー,東京都,35.773773,139.770397,東京都
江古田,28785.0,池袋線,西武鉄道,35.737552,139.672823,東京都
江戸川,5548.0,本線,京成電鉄,35.737723,139.896222,東京都
江戸川橋,45773.0,8号線有楽町線,東京地下鉄,35.709251,139.734041,東京都
池ノ上,8362.0,井の頭線,京王電鉄,35.66045,139.673132,東京都
池上,32969.0,池上線,東急電鉄,35.572043,139.703272,東京都
池尻大橋,56812.0,田園都市線,東急電鉄,35.650645,139.684577,東京都
池袋,917582.0,山手線,東日本旅客鉄道,35.729914,139.711154,東京都
河辺,23176.0,青梅線,東日本旅客鉄道,35.78454,139.284798,東京都
沼袋,16623.0,新宿線,西武鉄道,35.719443,139.663852,東京都
沼部,9476.0,東急多摩川線,東急電鉄,35.582791,139.673108,東京都
泉体育館,5954.0,多摩都市モノレール線,多摩都市モノレール,35.718772,139.419595,東京都
泉岳寺,170671.0,1号線浅草線,東京都,35.638231,139.73985,東京都
洗足,13239.0,目黒線,東急電鉄,35.610427,139.694382,東京都
洗足池,15871.0,池上線,東急電鉄,35.599928,139.691411,東京都
流通センター,14454.0,東京モノレール羽田線,東京モノレール,35.581293,139.749297,東京都
浅草,84355.0,3号線銀座線,東京地下鉄,35.710668,139.797647,東京都
浅草橋,89608.0,総武線,東日本旅客鉄道,35.697447,139.785982,東京都
浜松町,225734.0,東海道線,東日本旅客鉄道,35.655452,139.75707,東京都
浜田山,25480.0,井の頭線,京王電鉄,35.681613,139.627524,東京都
浜町,18635.0,10号線新宿線,東京都,35.68856,139.787816,東京都
浮間舟渡,39514.0,東北線,東日本旅客鉄道,35.791213,139.691375,東京都
淡路町,50269.0,4号線丸ノ内線,東京地下鉄,35.694892,139.767623,東京都
清滝,1345.0,高尾鋼索線,高尾登山電鉄,35.631084,139.266834,東京都
清澄白河,49852.0,11号線半蔵門線,東京地下鉄,35.682116,139.798732,東京都
清瀬,58830.0,池袋線,西武鉄道,35.772102,139.519918,東京都
渋谷,936944.0,東横線,東急電鉄,35.658506,139.701797,東京都
湯島,32511.0,9号線千代田線,東京地下鉄,35.706862,139.7699,東京都
溜池山王,63392.0,3号線銀座線,東京地下鉄,35.671839,139.741238,東京都
滝本,574.0,ケーブルカー,御岳登山鉄道,35.796064,139.16128,東京都
滝野川一丁目,1610.0,荒川線,東京都,35.747108,139.735401,東京都
潮見,25436.0,京葉線,東日本旅客鉄道,35.658702,139.81737,東京都
熊野前,8259.0,日暮里・舎人ライナー,東京都,35.749053,139.769565,東京都
片倉,9698.0,横浜線,東日本旅客鉄道,35.639695,139.341438,東京都
